id,num,num5,num6,num7,num8,year,year2,boolean,boolean2,blank,City,City2
414,62,76,14,73,96,2008,2010,false,true,,Carvalhos,Governor’s Harbour
415,6,42,40,17,30,1988,2007,false,false,,Granada,Notre Dame
416,15,,42,49,37,2012,2002,true,,,Netanya,Lospalos
417,35,52,10,52,52,1994,2011,true,false,,Banjiang,Tizguine
418,61,38,91,48,32,2012,2008,false,,,Örbyhus,Nevers
419,,,12,,39,1994,1990,false,true,,,Yên Lập
420,,55,38,45,34,2012,,false,false,,,Nancheng
421,60,17,60,,25,2009,2012,true,true,,Trollhättan,Houjiagang
422,98,86,35,59,68,2000,2011,,false,,Agoncillo,Calimita
423,9,,17,,70,2005,1996,true,true,,Santa Cruz,Wangdun
424,28,50,34,,11,2006,1996,true,true,,Parkent,Gornje Živinice
425,43,,32,73,99,2006,2003,false,,,Norrtälje,Urkarakh
426,,4,100,43,65,2002,1998,true,true,,Moravský Beroun,Bluff
427,23,,68,34,94,1992,2002,true,true,,Nekhayevskiy,Beisijia
428,88,11,21,63,57,2001,2001,true,true,,Qingshan,Acobambilla
429,3,32,62,,49,2010,1989,true,false,,Kefar Shemaryahu,
430,6,98,40,37,68,1998,2002,true,,,Bandaragung,Strellc i Epërm
431,24,69,11,,14,2005,2010,true,false,,Rancanyenang,Rejanegara
432,93,90,52,96,30,1992,,false,,,Springfield,Sabugal
433,41,31,4,65,60,2011,,false,true,,Al Jubayhah,Twyford
434,72,74,13,34,50,1997,2012,true,false,,,Suicheng
435,30,,40,,83,1999,1996,true,,,Or Yehuda,Pochayiv
436,,,41,1,,2009,2007,true,false,,Hūn,Malvern
437,95,,87,50,48,2009,1995,true,,,Tofol,Agen
438,,56,21,73,91,2004,2009,false,false,,,Vasylkiv
439,4,,49,96,37,2003,,false,false,,Kukoboy,Tarbes
440,,92,12,64,71,1996,2011,true,false,,Danyang,Cali
441,5,,53,,53,1993,2009,true,true,,Khāsh,Almeirim
442,87,48,13,81,,2000,1994,false,true,,,Szprotawa
443,57,92,14,49,32,2009,1999,false,true,,Balas,Gjirokastër
444,73,89,32,,39,1997,2004,true,,,Emmaboda,Jongīyeh
445,100,,96,1,3,2003,2011,true,false,,Khānewāl,Gahe
446,67,44,51,,68,1993,2007,false,false,,Lakeland,Psachná
447,86,99,49,,21,2008,2009,false,true,,Ampanihy,Pamanukan
448,75,,38,70,1,1997,1990,false,false,,Little Baguio,Kiboga
449,24,74,15,,66,2001,2005,true,false,,Ōmihachiman,Bagakay
450,48,8,99,9,40,1993,2009,false,false,,Uchaly,Shōbu
451,89,,8,39,66,1999,2008,false,true,,Pariti,Singojuruh
452,95,3,5,,26,2000,2011,false,false,,,Dongjiahe
453,83,23,12,,59,2003,2012,false,true,,Vyshhorod,Wangshi
454,37,3,25,60,81,1988,2008,true,true,,Shengtang,Triolet
455,21,,58,13,5,2010,2006,true,,,Nongoma,Mniszków
456,23,52,35,51,39,2010,2008,true,false,,Angren,Varna
457,,42,92,81,44,1994,1996,true,true,,Yixingfu,Jindayris
458,2,,50,37,46,1994,2004,false,true,,Rifeng,
459,12,6,24,53,91,1999,2006,true,,,Chaloem Phra Kiat,Veracruz
460,7,77,50,,19,2005,1999,false,false,,Best,Sanshengyuan
461,38,44,34,95,79,1994,2007,false,false,,Londres,Naranjito
462,34,81,97,18,72,1993,,true,,,Ise,Kidatu
463,1,15,21,,52,2006,2003,true,false,,Bruzual,Xieqiao
464,46,68,95,,86,2005,2005,false,false,,Antsohimbondrona,Kirovsk
465,79,69,46,,76,1992,2007,false,false,,Berlin,Betafo
466,62,83,61,,48,2003,1958,true,true,,San Clemente,Fuying
467,84,,86,,57,1983,2001,true,true,,Xinxian,Paoay
468,82,10,74,,5,2002,1994,true,true,,Obryte,Heshui
469,,84,9,70,39,1996,2003,false,true,,Shuakhevi,Londres
470,76,95,82,,44,2001,2001,true,false,,,Montería
471,20,36,97,,12,2007,2006,true,,,Anápolis,Morris
472,41,,24,94,90,1977,2002,false,false,,,Konstantinovskoye
473,47,88,89,,39,2012,1985,false,true,,Conceição do Araguaia,Wanfa
474,97,42,65,68,71,2012,2008,false,,,El Paraiso,‘Izrā
475,50,,21,59,15,2007,2001,true,true,,Romanovo,Jacaltenango
476,3,10,95,72,,1999,1996,,,,Miskolc,Taldom
477,8,,12,89,72,2003,2002,false,false,,Lalapanzi,Artemivs’k
478,28,,39,,35,2007,1994,false,false,,Houndé,Jimaguayú
479,33,79,88,,75,1990,1984,,,,,Springfield
480,35,,96,65,32,2006,2001,true,,,Buenavista,San Luis
481,7,,71,,79,2012,2005,false,false,,Xinó Neró,Tumpang
482,26,50,24,,10,2007,1997,true,,,Monze,Dongmafang
483,2,89,23,97,91,2009,1994,,false,,Acobambilla,Chapayevka
484,15,53,76,42,80,1988,2005,true,true,,Fengmen,Castlebridge
485,95,28,65,95,71,2012,1999,true,true,,Inkerman,Hīrna
486,43,76,59,,70,1994,2001,false,true,,Motupe,Saint-Claude
487,35,,59,32,42,2000,,false,false,,Uiasa,Buur Gaabo
488,74,49,18,50,53,1992,1992,false,true,,Wakapuken,Granard
489,92,10,87,2,24,1972,2006,,,,Pocpo,Czerwionka-Leszczyny
490,,38,72,,64,1993,1997,false,true,,Maszewo Duże,Sanli
491,1,54,55,,66,2003,1999,true,true,,Matarraque,Ghāro
492,100,23,62,,1,1984,2002,false,,,Ananea,Nogent-sur-Marne
493,2,81,55,,53,2011,2000,false,false,,,Angoulême
494,67,38,43,,58,2012,,false,false,,Pilaya,Kiloloran
495,19,,60,43,87,1992,2003,false,true,,Sidi Bouzid,Fort-de-France
496,90,88,26,26,99,2012,2007,,false,,Druzhba,Sulaco
497,36,,41,82,80,1999,1992,,false,,Créteil,Lannion
498,18,88,69,,42,1996,2010,false,,,Paccho,Akhaldaba
499,3,78,65,34,50,2004,1987,true,true,,Ágios Efstrátios,Rancaerang
500,41,87,100,,,1997,1995,true,true,,Camajuaní,Kępno
501,38,,69,,79,2012,1991,true,false,,Providencia,Daguma
502,8,13,9,50,75,2009,2009,true,false,,Luleå,Amucao
503,96,,12,,49,1990,2005,true,,,Mayanhe,La Cueva
504,83,37,29,,87,2001,1986,true,true,,Viga,Mariinsk
505,8,52,94,75,2,1998,2003,false,true,,,Tha Tako
506,27,44,8,,62,1992,2012,false,true,,,Xiekou
507,58,1,41,,28,2002,1996,true,,,Gubengairlangga,Amqui
508,28,23,61,26,26,1999,2003,true,false,,Tazouta,Far‘ūn
509,,54,35,,37,2009,1993,false,true,,Mangxing,Biltine
510,34,82,18,62,10,1991,2008,false,false,,Bárrio,
511,74,,22,,77,2008,2009,false,true,,Laiwu,Ecilda Paullier
512,93,68,34,93,47,2011,1994,false,false,,Tianbao,Jatisari
513,71,,99,44,29,1999,2008,true,false,,Waingapu,Gereshk
514,35,36,42,,4,1995,2011,false,true,,Shahbā,
515,57,47,79,,23,2001,1999,true,true,,Lizhuangzi,Arles
516,18,21,93,4,24,2001,2012,false,,,Guinoaliuan,Kasese
517,95,68,73,46,53,1993,2006,true,true,,Płoniawy-Bramura,Antonina
518,13,30,37,,47,1992,2009,true,true,,Dobrica,
519,,56,2,53,62,1995,1996,false,true,,Kebonjaya,Gaozhai
520,71,,86,,52,2003,,,true,,Jinrongjie,Gafargaon
521,48,17,44,,83,2000,2005,true,false,,Nevel’sk,Zhoukoudian
522,30,70,87,,60,1999,2009,false,true,,Chicago,Rongxing
523,56,78,19,25,33,2006,1999,,true,,Hernani,Armação de Búzios
524,94,62,64,11,43,2000,2002,false,false,,Jinlong,Luruaco
525,52,10,35,63,99,1998,1985,false,,,Fangyan,Osiek nad Notecią
526,94,64,69,,63,2000,2013,true,false,,Croix,Manzini
527,,8,100,,47,2000,,true,true,,El Charco,Pingshan
528,71,98,63,85,4,2010,2006,,,,Haarlem,Tønsberg
529,,41,12,95,19,2012,2002,true,,,Cereté,Graikochóri
530,70,83,6,,26,2001,2004,false,true,,Selaawi,Harnoli
531,99,64,10,35,54,2007,,false,false,,Novospasskoye,Franceville
532,,93,81,33,,2009,1991,,true,,Peseng,Dengyue
533,43,44,62,83,55,1997,2002,true,true,,Gaoyang,Karsin
534,78,33,56,91,72,1997,2010,true,false,,Lope de Vega,Kaminoyama
535,,40,12,78,11,1995,1999,false,true,,Trới,Sattahip
536,26,21,55,,37,1990,1993,true,,,Ljukovo,Pervomaysk
537,90,50,86,,5,2008,1999,true,,,Barra de São Francisco,Wangqinzhuang
538,99,6,39,,28,1993,,false,,,Oubei,Hulitu
539,97,54,3,42,69,2011,2004,false,,,Kajatian,Yuantan
540,15,,19,78,39,2009,2011,false,false,,Cuauhtemoc,Comitancillo
541,74,68,85,,78,2009,2006,true,true,,Horní Jelení,Novaya Derevnya
542,79,,6,29,92,1986,2012,true,,,,Ouaoula
543,80,13,26,,62,1997,,,false,,Mont-Saint-Aignan,Veghel
544,33,74,61,55,67,1996,2010,false,false,,Roanoke,Fuyang
545,76,,21,,7,2002,1987,false,,,Desa Margaluyu,Jiangna
546,24,3,69,,89,2009,1988,false,false,,Xinchengpu,Atalaia
547,96,69,53,13,37,2012,2012,true,true,,Zaki Biam,Emiliano Zapata
548,34,82,64,,27,1998,2010,false,false,,Tinalmud,Kovdor
549,50,6,90,20,27,2002,1984,true,true,,Bandar ‘Abbās,Batad
550,,58,89,76,45,1988,2010,false,,,Praia Grande,Parnamirim
551,81,,30,,17,2002,1999,true,,,,Serzedo
552,,46,73,68,14,2012,,false,true,,Kafr ad Dawwār,Łętownia
553,42,,79,96,27,2006,2008,true,false,,Fīrūzābād,Ongi
554,13,79,81,,56,2006,1994,true,,,Chaoyang,Jaworze
555,,66,3,64,14,2010,2012,false,,,Mae Lao,Basīrpur
556,9,85,56,96,49,1999,,false,,,Kochevo,Waxi
557,35,85,63,,100,1992,2005,false,true,,Sandao,Kodra
558,53,,50,,22,2009,,false,false,,Hämeenkoski,Ximei
559,94,63,17,,18,1997,1986,true,false,,,Jiedu
560,13,,70,94,36,2006,1985,false,false,,,Babakan
561,98,,89,,86,1997,,true,false,,,Novhorodka
562,97,,4,,87,2006,1992,false,true,,Bugarama,Combapata
563,87,55,24,2,82,1998,2010,false,,,Hengduo,Bouaké
564,69,50,71,,54,2010,2011,false,true,,Sosándra,Fencheng
565,53,,43,83,11,1995,2012,true,false,,Pitanga,Malummaduri
566,,33,4,,56,2011,1988,true,true,,Shimoda,Negotino
567,,51,68,67,37,2011,2003,,true,,Jibu,Yongfeng
568,18,,98,95,62,2012,2006,false,true,,Minador do Negrão,San Antonio
569,,,38,95,46,1997,1996,,false,,Suzano,Łubnice
570,,27,54,82,17,2010,1992,false,true,,Longhua,Gyangqai
571,6,26,55,,73,1990,2005,false,true,,Cherga,
572,,89,30,,75,1979,2010,,,,Keyi,Weiqi
573,40,87,46,,87,2003,2012,true,false,,,Old City
574,8,29,59,99,19,1984,,true,true,,Monkstown,Buy
575,31,39,37,,81,2009,2010,true,,,Sannikovo,Lukou
576,41,90,65,11,99,1994,1996,true,true,,Ringinrejo,
577,60,,95,67,79,2011,2012,true,true,,Losevo,Yishan
578,39,63,18,,,1992,2002,,true,,Fyllingsdalen,
579,18,41,68,39,77,2001,2001,true,false,,,Tongjiaxi
580,69,45,50,,9,1995,2012,true,,,Shoushan,Tudela
581,35,90,9,,19,2003,2011,false,true,,Selydove,Liushikou
582,66,34,37,64,6,2005,1997,false,false,,Angoulême,Wyszki
583,41,16,70,,54,2008,1996,true,true,,Zimovniki,Psychikó
584,22,54,48,,3,1989,1997,true,true,,Dunyāpur,Matayumtayum
585,10,74,72,,19,1981,2011,true,true,,Wola Uhruska,Yangjian
586,95,100,80,33,84,1994,2007,false,,,Metz,Jeffrey’s Bay
587,,3,11,92,2,1992,2003,false,false,,Kedungbang,Rawaglagah
588,6,28,4,,8,1995,2002,true,true,,Oele,Xuanhuadian
589,37,,73,,34,1989,2011,true,false,,Kario,Campina Grande
590,57,,33,53,14,2007,2001,true,false,,Joal-Fadiout,Lukou
591,27,,37,19,84,2012,1996,true,false,,Renhe,
592,12,75,80,78,,1990,1999,true,false,,Shuangshi,Taywanak Ilaya
593,3,48,31,,79,1993,,false,false,,Padina,La Motte-Servolex
594,26,57,44,14,91,1996,2007,false,false,,Sembalunbumbung,Ogwashi-Uku
595,94,64,80,,40,1997,,true,true,,,Casal de São João
596,79,67,54,29,93,2005,2010,false,true,,,Biliran
597,81,92,58,75,40,1995,2011,false,true,,Calape,Ferreira do Alentejo
598,74,22,85,,88,2008,2002,false,true,,Katunayaka,Lepoglava
599,70,72,97,,7,1989,1998,true,false,,Gunungkencana,Maluso
600,56,15,33,,44,1992,2004,false,true,,Fukura,Trbovlje
601,62,,35,55,88,2007,1993,false,false,,Luisiana,Novokayakent
602,43,56,86,,80,1999,1960,true,true,,Qiulu,Paraíso
603,82,19,57,,21,1999,1999,true,true,,Murça,Carandaí
604,,,63,,98,1992,1997,false,,,,
605,60,55,73,83,15,2007,1990,true,true,,,Opinogóra Górna
606,78,82,74,,14,2004,2000,true,false,,Meghrashen,Ngenden
607,58,,93,,89,1995,1990,false,true,,Bahorí,Hongtang
608,66,,50,,17,2010,,,true,,,
609,47,,26,,61,2007,2012,true,false,,Bengubelan,Ipoti
610,89,,61,,82,1998,1984,false,true,,Santo Domingo,Xinchengzi
611,,,26,,84,2010,1994,false,,,Roche Terre,Cortiçóis
612,61,15,40,27,42,1995,,false,false,,Kortkeros,Ocumare del Tuy
613,78,31,79,44,39,1985,2004,false,,,Karanganyar,Kovdor
614,86,63,17,,17,2006,1995,false,false,,Napu,Busilak
615,17,92,37,,33,1984,,false,,,Ampeleíes,Reguengos de Monsaraz
616,88,80,63,,39,2003,1996,,true,,Sanying,Fray Bentos
617,78,27,93,,23,1995,2001,false,true,,,Kolyshley
618,100,76,52,94,37,1997,,true,true,,Bansko,Bibirevo
619,63,20,6,24,18,1998,1995,true,false,,Selianítika,Rennes
620,62,32,49,77,82,2001,2005,true,,,Wangping,Trelew
621,23,15,31,,9,1998,1994,false,true,,Kabare,Donskoye
622,53,86,2,,28,2002,1997,false,,,Paraiso,Champerico
623,29,12,97,,30,2001,1995,true,true,,Hepingyizu,Cimara
624,82,67,45,28,51,2001,1986,true,false,,Osasco,Xinchengpu
625,77,73,89,,39,2008,2011,false,false,,Buenavista,Xiangrong
626,45,94,52,31,47,1998,2004,false,false,,,Portela
627,26,5,21,,71,2010,2012,false,true,,,Yanjiatai
628,,,4,,44,2004,1996,true,true,,,Zselickislak
629,24,36,7,82,23,2000,2011,false,,,Enhe Hada,Mae Lan
630,22,,41,,72,1986,2009,true,,,Pederneiras,Changfa
631,100,69,36,,71,2006,2007,false,,,Niederanven,Conde
632,45,15,77,,71,1984,2009,false,false,,Yamkino,San Eugenio
633,61,70,94,,56,2007,2008,true,,,Berthierville,Nankai
634,37,77,69,,17,1988,1998,false,true,,Taiyang,Rio Claro
635,90,,29,,9,1994,1993,true,true,,Setro,
636,99,81,78,,100,2001,1993,true,false,,Bohai,Champerico
637,97,,11,67,33,2011,,false,false,,Quichuay,Helsingborg
638,26,,97,,35,1995,1987,true,true,,Qingshui,Arapongas
639,25,76,58,,40,2009,2007,,,,Chernivtsi,Tostado
640,98,,78,21,22,2012,2004,true,true,,Lyasny,Xuanma
641,8,52,97,,53,1991,1992,true,false,,Ålesund,Jingdezhen
642,62,71,48,,33,1998,1984,true,false,,Tsukuba,
643,80,30,87,,85,1997,1977,true,true,,Dajie,Mayisyan
644,23,79,13,26,61,2003,2001,,,,Haninge,Dodoma
645,66,29,36,94,52,2000,2005,false,false,,Strawczyn,Shatura
646,86,55,81,20,97,2006,2010,true,false,,Famaillá,Fontenay-sous-Bois
647,37,61,89,41,73,1988,2013,false,false,,Ala-Buka,Đức Phong
648,23,,2,,77,2000,2005,false,true,,Moravská Třebová,Vostochnyy
649,52,42,39,71,74,1993,2006,false,,,Rivière-du-Loup,Leceia
650,26,,72,,20,1996,2000,,true,,Zhuhong,
651,17,53,26,,79,1984,1993,true,false,,Philadelphia,Ashikaga
652,29,29,58,59,95,1995,2007,true,false,,,
653,,16,38,,22,2006,2008,false,true,,Narbonne,Varpaisjärvi
654,46,41,3,,91,1994,2006,true,false,,Batouri,Nyahururu
655,25,74,95,50,35,2002,2012,true,false,,Vir,
656,40,,55,37,49,2006,1980,true,true,,,Ilihan
657,12,29,86,,51,1999,,true,false,,Peixing,Palanas
658,33,99,15,98,76,1998,1994,false,true,,Pajung,Wawa
659,89,13,83,,7,1994,1992,false,true,,,Pulau Pinang
660,100,32,1,,61,1987,2007,false,false,,Omaha,Ábrego
661,96,,85,,82,1994,2003,true,false,,Chinchero,Perpignan
662,84,71,91,,23,1986,2009,false,true,,Selínia,Ligonggang
663,79,2,20,9,23,2007,1999,false,false,,Resplendor,Huagu
664,68,29,65,91,92,1993,2011,true,false,,Warmare,Dornava
665,73,46,86,,43,2006,1998,false,true,,Qingsong,Mitrovicë
666,3,29,75,,95,2008,1994,true,true,,Oelaba,Lluka e Eperme
667,51,90,96,,10,2004,2005,false,,,Luziânia,Juupajoki
668,69,,68,59,43,2003,,false,false,,Chiguang,Sepulu
669,23,,47,96,42,1994,1996,true,true,,Botlhapatlou,Hobscheid
670,57,90,96,9,52,2006,2009,false,true,,Ts’khinvali,Boyuibe
671,64,47,76,,38,1967,2007,true,true,,Jinshan,Fuwah
672,38,57,72,,42,2009,2009,false,,,Las Flores,Tianning
673,79,,23,,1,2008,2006,false,,,Houston,Adzopé
674,93,86,95,1,61,1986,2004,true,true,,Plato,Caotang
675,3,40,57,,90,2011,,false,false,,Donja Dubica,Jetak Kulon
676,91,,90,25,12,1992,2011,false,false,,Vailoatai,Pangalangan
677,45,88,83,,98,2001,,,false,,Charlotte Amalie,Zalanga
678,34,59,65,,93,2008,2009,true,false,,Qingyun,Lyskovo
679,23,97,44,,50,2007,1992,,true,,Sudislavl’,Eauripik
680,32,,90,85,,1993,2009,true,true,,Longmen,Périgny
681,,,53,,21,2000,2005,true,false,,Dongqinggou,Marija Bistrica
682,41,,13,48,,1996,1995,false,true,,Pashkovskiy,Shimokizukuri
683,78,48,62,46,32,1992,,true,false,,Rio das Ostras,Dandu
684,70,,79,26,93,2008,1992,,,,Airmata,Al Buţayḩah
685,39,,45,,88,2012,1985,true,,,Bojadła,Huangshi
686,21,81,39,,63,2010,2011,,true,,,Shënmëri
687,45,42,92,,52,2003,2002,true,false,,Payapa,Spas
688,60,20,36,,44,1993,1999,true,,,Sanjwāl,Jincheng
689,97,,32,26,46,2001,1993,true,true,,Ankazoabo,Portela
690,,38,90,,44,1993,2002,true,true,,,Rawang
691,45,34,71,,13,1993,,true,,,Mainz,Phalaborwa
692,41,32,3,87,26,2009,1990,true,true,,Tamarindo,Behbahān
693,,,41,16,100,1995,1990,false,true,,Morelos,Niushou
694,22,24,15,62,53,2006,1995,false,,,Berezayka,Ishim
695,84,89,41,34,4,2007,2009,true,,,Sviblovo,Colca
696,89,,11,,16,1996,2002,,false,,Ciénaga,Kfar NaOranim
697,92,12,65,91,85,1988,1995,false,false,,Nuevo Arraiján,Sumberjo
698,15,20,81,,11,2002,1992,false,false,,Poroj,
699,88,42,97,36,100,2004,2010,true,true,,Singgit,Huzhen
700,,20,7,28,27,2007,1993,true,false,,Orurillo,Étampes
701,81,58,72,,93,1999,,false,false,,Avignon,Lordegān
702,69,65,23,,76,2010,2009,true,true,,Sesheke,Balung
703,32,,81,84,14,1986,2011,true,true,,,Edineţ
704,59,,3,,45,2001,2002,true,false,,Niaojin,Yinghai
705,71,62,89,17,15,1992,2001,false,true,,Ulme,Vale Maceiras
706,82,39,44,,83,2001,2008,false,,,Agbor,Karangturi
707,,,56,96,66,1999,2011,false,true,,Itapetinga,
708,35,58,78,,58,2011,1993,false,true,,Zaragoza,Gemena
709,12,60,53,,85,2001,1993,true,true,,Ishige,Ochobo
710,74,,98,87,56,2001,2006,false,true,,Somita,Makiyivka
711,17,87,98,81,34,1993,,false,true,,,Xiamujiao
712,48,13,32,,36,2007,2010,true,false,,Oslo,Phú Vang
713,1,3,43,,35,1993,1997,false,true,,Hājīganj,Séléa
714,38,24,16,,34,2012,2000,false,false,,Bakuriani,Matangshan
715,77,81,92,,33,2005,1997,,false,,Kuvshinovo,Wręczyca Wielka
716,86,8,42,89,51,2002,2001,true,,,Jatinagara,Muaratiga
717,78,80,45,46,4,1984,2009,true,true,,Mankono,Kobryn
718,47,76,59,87,57,2006,2001,true,true,,Saint-Denis,Phalaborwa
719,78,68,47,,74,2003,2002,true,false,,Altuf’yevskiy,Västerås
720,30,26,66,38,83,2001,2011,true,false,,Takaoka,Empedrado
721,73,64,50,,50,1993,1997,true,true,,Ribeiro,Minnedosa
722,85,74,14,24,17,1994,2003,true,,,Chortkiv,Narva
723,16,6,79,,25,2010,,false,false,,Gora,Baishan
724,97,7,61,34,94,2006,2000,true,true,,Gielniów,Burgau
725,43,47,16,83,75,1992,2003,false,false,,Torrijos,Nato
726,58,,47,,14,2006,,false,true,,Kresek,Rasshevatskaya
727,42,,58,,60,2010,,false,true,,Shinaihai,Cikananga
728,,28,39,,2,1993,2011,true,true,,Shanjiao,Trafaria
729,37,,29,,67,2005,2002,true,false,,Shahumyan,Joutseno
730,76,29,56,12,85,1992,2007,true,false,,Lijie,Tantu
731,12,61,66,80,15,2005,1998,true,,,Kentville,Hafrsfjord
732,7,47,63,38,16,2008,,false,,,Parlilitan,Sarnaki
733,61,,16,27,11,2010,2009,false,true,,Rodionovo-Nesvetaiskoye,Xingshou
734,5,,70,,68,2010,,true,,,,Touama
735,53,,7,,10,2001,1999,false,,,Cabriz,Ibabang Tayuman
736,74,,31,,15,2009,1997,true,,,Atlanta,Velyka Lepetykha
737,,49,37,88,23,2010,1997,true,,,Moca,Lubowidz
738,66,73,57,,87,1985,,false,true,,Dobre,Yuncheng
739,25,77,94,,8,1999,,true,true,,Maskinongé,Hantsavichy
740,56,85,52,,6,1995,1999,false,,,Brikama Nding,Kilcullen
741,43,4,71,15,87,2012,1990,false,true,,Hua Sai,Kupahandap
742,72,42,98,97,9,1987,1986,true,false,,Fréjus,Kastélli
743,95,77,30,,61,2003,,false,false,,,Xinjiezhen
744,98,46,84,,13,1998,,false,,,Eirado,Puricay
745,14,66,80,,43,1999,1988,true,true,,Dorowa Mining Lease,Arnhem
746,34,51,48,63,35,1985,2002,true,true,,Riachos,Xiaoying
747,97,13,45,94,34,2005,,true,,,Czarne,Qingshui
748,55,12,19,68,28,2002,1959,false,true,,Huangjia,Sawin
749,52,,72,,6,2003,2007,false,false,,Linköping,Niaohe
750,,9,45,,69,1995,2006,false,,,,Štore
751,10,31,35,,,2002,1997,true,true,,Pasar,Melenki
752,76,80,92,,8,2003,2004,true,true,,Sakhnīn,Millau
753,59,56,18,22,10,2001,,,,,Mobile,Itapevi
754,18,69,78,72,56,1995,,true,true,,Sandnes,
755,2,,35,51,60,2011,2003,false,false,,Kiili,Taganskiy
756,21,,19,31,22,1983,,,true,,Nang Rong,Thomazeau
757,97,,54,,37,2011,,true,false,,Ashgabat,Huacao
758,94,58,95,31,62,2005,1985,true,true,,Głogów Małopolski,Lubbock
759,14,14,74,83,98,2005,2009,false,,,Nyköping,Liupai
760,52,47,97,88,2,2003,2000,false,,,Peranap,Valongo
761,63,28,44,,95,2008,1994,true,true,,Härnösand,Gwio Kura
762,12,51,45,10,3,1997,2003,false,,,Paracambi,Krasnogvardeyets
763,9,20,48,11,67,1998,,false,false,,Łopuszna,Paccha
764,19,63,79,82,9,2009,2001,true,true,,Jāndiāla Sher Khān,Higetegera
765,65,92,2,,,2010,2000,false,false,,Salawu,Iguape
766,79,88,3,40,85,2007,1969,true,true,,Buga,Sampungu
767,41,,43,,20,2010,2004,true,false,,Kishkenekol’,Guarabira
768,25,2,80,95,56,1995,2010,,false,,Homa Bay,Lijiaping
769,14,59,65,31,42,2004,,true,true,,Fécamp,Daru
770,,,79,67,52,1992,2006,true,false,,Siwa Oasis,Patzicía
771,12,43,5,,39,1997,,false,false,,,Monte Leite
772,14,,6,,42,2005,1995,true,true,,Lidingö,Ala-Buka
773,9,,89,52,81,1986,1992,false,,,Makui,Wien
774,19,,2,95,72,2005,1995,true,true,,Podporozh’ye,Hedong
775,,75,92,,18,2006,1992,true,true,,Trinity,Bascaron
776,1,97,30,,28,1993,1985,true,,,Faeanak Dua,Daulatpur
777,6,32,45,,,1967,2009,false,,,Logroño,Dobra
778,57,,14,90,95,1995,2000,false,false,,Nihaona,Guanqing
779,93,81,70,,78,1992,1995,true,,,Duncan,
780,41,82,34,87,32,2010,1992,false,false,,Banff,Khiliomódhi
781,,6,26,,97,1999,1968,false,true,,Xinli,Bell Ville
782,12,77,81,16,12,2011,1992,false,true,,,Nizhyn
783,37,88,90,63,98,1994,2000,false,true,,,Andongsari
784,91,45,39,63,,2011,2008,false,false,,Seixas,Losari
785,,50,34,,28,1999,,true,,,Villa Ángela,Weekombaka
786,95,27,96,5,41,2005,,true,false,,Lewopao,Werang
787,27,76,11,,13,1983,1990,true,true,,Krasnoye,Wielka Wieś
788,31,11,29,94,73,1998,,true,,,San Juan Bautista,Oslo
789,17,67,76,,10,1997,1999,true,false,,Rancagadog,Ralevka
790,45,72,100,,100,2007,1996,true,false,,Elói Mendes,Liběšice
791,47,,37,48,24,1999,2010,false,false,,Las Flores,Pangkajene
792,19,91,31,,17,1987,2003,false,false,,Vargem Grande Paulista,Ala-Buka
793,86,72,4,24,28,1967,,false,false,,Arīḩā,Mora
794,27,,5,57,93,2008,2008,false,true,,Hudong,Nantang
795,,38,28,,14,1991,2004,true,true,,Pingshanhu,Pawłowiczki
796,49,83,30,,13,1986,1996,true,,,Tandou,Tombu
797,52,47,29,30,74,1985,1994,true,true,,Balengbeng,Pātan
798,39,3,80,4,32,1998,1984,true,false,,Liqizhuang,Abū Sunbul
799,22,,60,44,34,1990,2008,true,,,Sollefteå,Nam Som
800,38,,36,,88,1993,1997,false,true,,Kokubu-matsuki,Tân An
801,14,67,21,54,15,1991,2009,true,true,,Kunjāh,Fengshuling
802,83,99,58,,75,1993,1985,false,false,,Koundara,João Monlevade
803,47,53,33,70,9,1999,2005,,,,Valle de La Pascua,Laojunmiao
804,86,,27,94,48,2001,1992,,,,Magomeni,Wielka Nieszawka
805,13,41,9,97,3,2006,1997,true,,,Guitang,Pyra
806,9,13,78,,16,2001,2012,true,,,Novopokrovka,Shuntian
807,23,,6,,9,2000,2004,false,true,,Fuzhou,Halayhay
808,64,66,14,,61,2001,2005,false,true,,Daixi,Banshu
809,68,50,61,,48,2000,,true,false,,Gavea,Guayaybi
810,98,74,7,9,18,2007,1993,true,true,,Huangshui,Kramarzówka
811,97,36,83,1,32,2005,2013,false,false,,Sibulan,Colonia Neuland
812,37,16,61,68,,1998,2012,false,,,Oslo,Alaghsas
813,65,62,7,,4,1997,1983,false,false,,Askim,Huangli
814,8,,96,,96,1995,2000,true,true,,Gengqing,Ribamar
815,58,,67,40,27,2004,1988,true,true,,Baltasar Brum,Plavy
816,42,77,43,,35,1986,2009,,false,,Trujillo,Panji
817,38,35,56,67,40,2012,1992,true,,,Tsengel,San Juan de los Morros
818,84,9,66,92,24,2008,1995,true,,,Sūrak,Ferreira do Alentejo
819,3,17,35,6,4,1984,2002,false,true,,Bradenton,Gaoqiao
820,37,83,30,70,75,2008,,true,,,Aygavan,Caojia
821,,32,77,,82,2004,2006,false,false,,,Santiago del Estero
822,11,59,40,,71,1998,1994,false,true,,Esquina,La Paz
823,66,,67,3,20,1992,2009,true,,,Łapanów,Vancouver
824,,85,80,,33,1994,1992,false,true,,Makar’yev,Kazo
825,,77,44,26,2,2008,2002,false,false,,Huangmu,Fasi
826,82,34,2,85,44,2008,1996,,false,,Junín,Nawá
